oa_code,rnk,appliance_callsign,drive_time
E00101255,3,KV32P2,4.0
E00101256,3,KV32P2,4.0
E00101257,3,KV32P2,3.56
E00101258,3,KV32P2,3.54
E00101259,3,KV32P2,2.28
E00101260,3,KV32P2,1.96
E00101261,3,KV32P2,2.62
E00101262,3,KV32P2,2.16
E00101263,3,KV32P2,1.8
E00101264,3,KV32P2,2.24
E00101265,3,KV32P2,2.07
E00101266,3,KV32P2,2.7
E00101267,3,KV32P2,3.05
E00101268,3,KV32P2,2.86
E00101269,3,KV32P2,2.51
E00101270,3,KV32P2,2.98
E00101271,3,KV32P2,1.99
E00101273,3,KV32P2,2.18
E00101274,3,KV32P2,2.42
E00101275,3,KV32P2,1.95
E00101276,3,KV32P2,2.15
E00101277,3,KV32P2,2.38
E00101278,3,KV32P2,3.54
E00101279,3,KV32P2,3.87
E00101280,3,KV32P2,3.93
E00101281,3,KV32P2,3.52
E00101282,3,KV32P2,3.84
E00101283,3,KV32P2,3.83
E00101285,3,KV32P2,4.37
E00101286,3,KV32P2,4.24
E00101287,3,KV32P2,4.51
E00101288,3,KV32P2,4.09
E00101289,3,KV32P2,3.36
E00101290,3,KV32P2,4.0
E00101291,3,KV32P2,4.01
E00101292,3,KV32P2,4.19
E00101293,3,KV32P2,4.07
E00101294,3,KV32P2,4.44
E00101295,3,KV32P2,3.61
E00101296,3,KV32P2,3.85
E00101297,3,KV32P2,3.85
E00101298,3,KV32P2,4.49
E00101299,3,KV45P1,4.16
E00101300,3,KV45P1,3.27
E00101301,3,KV45P1,2.9
E00101302,3,KV45P1,2.91
E00101303,3,KV45P1,2.26
E00101304,3,KV45P1,3.42
E00101305,3,KV45P1,2.63
E00101306,3,KV45P1,2.57
E00101307,3,KV59P1,5.08
E00101308,3,KV59P1,5.08
E00101309,3,KV59P1,5.11
E00101310,3,KV59P1,4.65
E00101313,3,KV59P1,5.52
E00101314,3,KV59P1,5.34
E00101315,3,KV59P1,5.64
E00101316,3,KV59P1,5.07
E00101317,3,KV32P2,1.89
E00101318,3,KV32P2,1.79
E00101319,3,KV59P1,5.09
E00101320,3,KV32P2,1.94
E00101321,3,KV32P2,2.12
E00101322,3,KV59P1,5.07
E00101323,3,KV59P1,6.03
E00101325,3,KV59P1,5.9
E00101326,3,KV59P1,5.22
E00101327,3,KV32P2,1.38
E00101328,3,KV59P1,4.77
E00101329,3,KV59P1,4.78
E00101330,3,KV59P1,5.17
E00101331,3,KV59P1,4.85
E00101332,3,KV32P2,0.98
E00101333,3,KV59P1,5.07
E00101334,3,KV59P1,4.51
E00101335,3,KV59P1,5.23
E00101336,3,KV32P2,1.9
E00101337,3,KV32P2,1.72
E00101338,3,KV59P1,4.82
E00101339,3,KV59P1,4.88
E00101340,3,KV59P1,4.73
E00101341,3,KV59P1,5.03
E00101342,3,KV32P2,1.28
E00101343,3,KV59P1,4.82
E00101344,3,KV59P1,4.32
E00101345,3,KV32P2,1.23
E00101346,3,KV32P2,3.29
E00101347,3,KV32P2,2.62
E00101348,3,KV32P2,2.64
E00101349,3,KV32P2,2.34
E00101350,3,KV32P2,1.96
E00101351,3,KV32P2,2.39
E00101352,3,KV32P2,2.97
E00101353,3,KV32P2,2.06
E00101355,3,KV32P2,2.8
E00101356,3,KV32P2,2.79
E00101357,3,KV32P2,2.55
E00101358,3,KV32P2,2.85
E00101359,3,KV32P2,3.08
E00101360,3,KV32P2,2.42
E00101361,3,KV32P2,2.21
E00101362,3,KV32P2,2.12
E00101363,3,KV32P2,5.04
E00101364,3,KV32P2,3.86
E00101365,3,KV32P2,4.2
E00101366,3,KV32P2,4.18
E00101367,3,KV32P2,4.75
E00101368,3,KV32P2,4.0
E00101369,3,KV32P2,4.31
E00101370,3,KV32P2,4.57
E00101373,3,KV45P1,5.27
E00101374,3,KV45P1,5.35
E00101375,3,KV32P2,4.51
E00101376,3,KV32P2,4.58
E00101377,3,KV32P2,4.19
E00101378,3,KV32P2,3.99
E00101379,3,KV32P2,3.08
E00101380,3,KV32P2,2.89
E00101381,3,KV32P2,2.96
E00101382,3,KV32P2,2.86
E00101383,3,KV32P2,2.56
E00101384,3,KV59P1,6.44
E00101385,3,KV32P2,2.63
E00101386,3,KV32P2,2.51
E00101387,3,KV32P2,2.6
E00101388,3,KV32P2,3.36
E00101389,3,KV32P2,2.82
E00101390,3,KV32P2,2.8
E00101391,3,KV32P2,2.57
E00101392,3,KV32P2,2.51
E00101393,3,KV32P2,2.8
E00101394,3,KV32P2,2.81
E00101395,3,KV32P2,2.68
E00101396,3,KV32P2,3.01
E00101397,3,KV32P2,3.06
E00101398,3,KV32P2,2.94
E00101399,3,KV32P2,3.06
E00101400,3,KV59P1,5.47
E00101401,3,KV59P1,5.78
E00101402,3,KV59P1,6.34
E00101403,3,KV45P1,4.6
E00101404,3,KV45P1,4.48
E00101405,3,KV45P1,3.99
E00101406,3,KV45P1,3.7
E00101407,3,KV45P1,4.55
E00101408,3,KV45P2,1.73
E00101409,3,KV45P1,3.99
E00101410,3,KV45P2,1.07
E00101411,3,KV59P1,4.83
E00101412,3,KV45P2,1.39
E00101413,3,KV45P2,2.01
E00101414,3,KV45P2,0.62
E00101415,3,KV59P1,4.93
E00101416,3,KV45P2,0.84
E00101417,3,KV59P1,4.98
E00101418,3,KV59P1,5.19
E00101419,3,KV59P1,5.37
E00101420,3,KV59P1,5.53
E00101421,3,KV59P1,5.18
E00101422,3,KV59P1,5.63
E00101423,3,KV32P2,3.74
E00101424,3,KV32P2,4.19
E00101425,3,KV32P2,5.13
E00101426,3,KV32P2,3.86
E00101427,3,KV32P2,2.94
E00101428,3,KV32P2,3.69
E00101429,3,KV32P2,5.47
E00101430,3,KV32P2,3.79
E00101431,3,KV32P2,2.85
E00101432,3,KV32P2,4.3
E00101433,3,KV32P2,3.56
E00101434,3,KV32P2,3.83
E00101435,3,KV32P2,4.27
E00101436,3,KV32P2,4.0
E00101437,3,KV32P2,3.83
E00101438,3,KV32P2,3.51
E00101439,3,KV32P2,3.17
E00101440,3,KV32P2,4.73
E00101441,3,KV32P2,4.12
E00101442,3,KV32P2,4.25
E00101443,3,KV32P2,4.78
E00101444,3,KV32P2,4.67
E00101445,3,KV32P2,3.79
E00101446,3,KV32P2,4.57
E00101447,3,KV32P2,4.63
E00101448,3,KV32P2,4.47
E00101449,3,KV32P2,4.37
E00101450,3,KV32P1,11.08
E00101451,3,KV32P1,11.43
E00101452,3,KV32P1,11.21
E00101453,3,KV32P1,11.9
E00101454,3,KV32P1,10.86
E00101455,3,KV32P1,11.54
E00101456,3,KV32P1,11.19
E00101457,3,KV32P1,12.13
E00101458,3,KV32P1,12.03
E00101459,3,KV32P1,11.73
E00101460,3,KV32P1,11.83
E00101461,3,KV44P1,14.36
E00101462,3,KV44P1,15.07
E00101463,3,KV32P1,14.63
E00101464,3,KV44P1,15.05
E00101465,3,KV44P1,14.27
E00101466,3,KV44P1,14.64
E00101467,3,KV32P1,15.75
E00101468,3,KV39P1,11.03
E00101469,3,KV44P2,9.72
E00101470,3,KV38P2,12.52
E00101471,3,KV38P2,10.96
E00101472,3,KV38P2,11.78
E00101473,3,KV59P1,14.79
E00101474,3,KV44P2,13.36
E00101475,3,KV70P1,10.87
E00101476,3,KV39P1,11.4
E00101477,3,KV44P1,17.43
E00101478,3,KV72P1,14.6
E00101479,3,KV39P1,13.17
E00101480,3,KV70P1,11.94
E00101481,3,KV44P2,13.02
E00101482,3,KV44P2,10.72
E00101483,3,KV44P2,12.33
E00101484,3,KV44P2,11.63
E00101485,3,KV44P2,11.07
E00101486,3,KV35P1,11.93
E00101487,3,KV35P1,11.39
E00101488,3,KV44P2,9.46
E00101489,3,KV35P1,10.76
E00101491,3,KV35P1,10.72
E00101492,3,KV35P1,11.83
E00101493,3,KV35P1,12.19
E00101494,3,KV35P1,11.96
E00101495,3,KV35P1,11.64
E00101496,3,KV35P1,11.68
E00101497,3,KV35P1,11.7
E00101498,3,KV64P1,12.94
E00101499,3,KV64P1,9.44
E00101500,3,KV44P2,11.75
E00101501,3,KV64P1,9.38
E00101502,3,KV64P1,9.65
E00101503,3,KV44P2,11.41
E00101504,3,KV35P1,14.6
E00101505,3,KV44P1,15.62
E00101506,3,KV64P1,10.8
E00101507,3,KV44P2,10.34
E00101508,3,KV44P2,9.86
E00101509,3,KV35P1,9.26
E00101510,3,KV39P1,8.91
E00101511,3,KV39P1,9.91
E00101512,3,KV39P1,10.73
E00101513,3,KV39P1,9.34
E00101514,3,KV39P1,9.99
E00101515,3,KV39P1,8.63
E00101516,3,KV39P1,8.97
E00101517,3,KV39P1,8.99
E00101518,3,KV39P1,11.12
E00101519,3,KV39P1,9.02
E00101520,3,KV39P1,6.97
E00101521,3,KV39P1,8.76
E00101522,3,KV39P1,9.94
E00101523,3,KV39P1,9.05
E00101524,3,KV39P1,9.47
E00101525,3,KV39P1,8.86
E00101526,3,KV39P1,9.95
E00101527,3,KV39P1,10.96
E00101528,3,KV44P1,12.28
E00101529,3,KV44P1,13.23
E00101530,3,KV44P1,12.67
E00101531,3,KV44P1,12.93
E00101532,3,KV44P1,12.67
E00101533,3,KV44P1,12.33
E00101534,3,KV44P1,12.66
E00101535,3,KV44P1,13.38
E00101536,3,KV44P1,12.65
E00101537,3,KV44P1,12.19
E00101538,3,KV44P1,12.35
E00101539,3,KV44P2,12.34
E00101540,3,KV44P2,6.95
E00101541,3,KV41P1,15.98
E00101542,3,KV59P1,13.66
E00101543,3,KV44P1,12.33
E00101544,3,KV40P1,13.69
E00101545,3,KV40P1,13.55
E00101546,3,KV40P2,13.1
E00101547,3,KV44P1,12.26
E00101548,3,KV44P1,13.06
E00101549,3,KV44P1,12.71
E00101550,3,KV44P1,11.61
E00101551,3,KV44P1,12.04
E00101552,3,KV44P1,11.88
E00101553,3,KV44P1,11.57
E00101554,3,KV44P1,11.91
E00101555,3,KV44P1,12.1
E00101556,3,KV44P1,12.7
E00101557,3,KV44P1,12.51
E00101558,3,KV44P1,12.43
E00101559,3,KV39P1,8.99
E00101560,3,KV44P2,13.01
E00101561,3,KV44P2,6.12
E00101562,3,KV39P1,9.17
E00101563,3,KV39P1,8.82
E00101564,3,KV35P1,10.98
E00101565,3,KV32P1,12.55
E00101566,3,KV32P1,12.21
E00101567,3,KV32P1,12.75
E00101568,3,KV32P1,11.86
E00101569,3,KV32P1,12.34
E00101570,3,KV32P1,13.15
E00101571,3,KV32P1,12.88
E00101572,3,KV32P1,11.71
E00101573,3,KV32P1,11.93
E00101574,3,KV32P1,12.17
E00101575,3,KV32P1,12.31
E00101576,3,KV32P1,12.29
E00101577,3,KV70P2,13.35
E00101578,3,KV70P2,14.41
E00101579,3,KV70P2,13.79
E00101580,3,KV70P2,14.05
E00101581,3,KV59P1,17.45
E00101582,3,KV70P2,14.49
E00101583,3,KV44P2,14.4
E00101584,3,KV70P2,14.43
E00101585,3,KV44P2,12.1
E00101586,3,KV44P2,11.77
E00101587,3,KV44P2,12.54
E00101588,3,KV44P2,12.74
E00101589,3,KV44P2,12.18
E00101590,3,KV44P2,11.76
E00101592,3,KV44P2,13.16
E00101593,3,KV44P2,12.23
E00101594,3,KV35P1,12.1
E00101595,3,KV35P1,11.84
E00101596,3,KV35P1,12.42
E00101597,3,KV39P1,11.07
E00101598,3,KV39P1,10.85
E00101599,3,KV35P1,12.67
E00101600,3,KV39P1,10.99
E00101601,3,KV35P1,12.31
E00101602,3,KV35P1,12.73
E00101604,3,KV35P1,12.41
E00101605,3,KV39P1,10.56
E00101606,3,KV35P1,11.18
E00101608,3,KV35P1,11.76
E00101610,3,KV38P1,3.7
E00101611,3,KV38P2,5.95
E00101612,3,KV38P1,5.33
E00101613,3,KV32P1,11.29
E00101614,3,KV32P1,12.14
E00101615,3,KV32P1,13.14
E00101616,3,KV38P1,10.27
E00101617,3,KV38P1,12.47
E00101618,3,KV06P1,13.66
E00101619,3,KV06P1,13.39
E00101620,3,KV44P2,14.58
E00101621,3,KV46P1,15.25
E00101622,3,KV32P1,14.2
E00101623,3,KV32P1,15.6
E00101624,3,KV32P1,14.61
E00101625,3,KV06P1,16.26
E00101626,3,KV38P1,13.79
E00101627,3,KV44P1,11.89
E00101628,3,KV44P2,11.1
E00101629,3,KV32P1,13.92
E00101630,3,KV39P1,10.88
E00101631,3,KV39P1,11.18
E00101632,3,KV44P1,12.51
E00101633,3,KV38P2,17.23
E00101634,3,KV38P1,10.52
E00101635,3,KV09P1,19.24
E00101636,3,KV09P1,19.37
E00101637,3,KV06P1,15.13
E00101638,3,KV12P1,17.24
E00101639,3,KV46P1,16.62
E00101640,3,KV12P1,12.38
E00101641,3,KV46P1,14.49
E00101642,3,KV12P1,12.59
E00101643,3,KV12P1,14.56
E00101644,3,KV61P1,16.36
E00101645,3,KV39P1,12.24
E00101646,3,KV39P1,11.62
E00101647,3,KV39P1,11.69
E00101648,3,KV61P1,18.47
E00101649,3,KV61P1,19.14
E00101650,3,KV61P1,18.75
E00101651,3,KV40P1,15.74
E00101652,3,KV61P1,15.61
E00101653,3,KV39P1,16.08
E00101654,3,KV70P1,13.95
E00101655,3,KV70P1,14.97
E00101656,3,KV38P1,12.32
E00101657,3,KV38P1,11.7
E00101658,3,KV38P1,12.99
E00101659,3,KV23P1,16.44
E00101660,3,KV12P1,13.87
E00101661,3,KV38P2,11.22
E00101662,3,KV46P1,13.23
E00101663,3,KV46P1,15.51
E00101664,3,KV44P2,9.78
E00101665,3,KV44P1,14.59
E00101666,3,KV46P1,13.11
E00101667,3,KV35P1,13.85
E00101668,3,KV35P1,12.32
E00101669,3,KV35P1,11.91
E00101670,3,KV35P1,11.39
E00101671,3,KV35P1,12.09
E00101672,3,KV35P1,11.59
E00101673,3,KV35P1,11.63
E00101674,3,KV35P1,11.81
E00101675,3,KV35P1,11.99
E00101676,3,KV35P1,11.94
E00101677,3,KV35P1,11.84
E00101678,3,KV35P1,12.56
E00101679,3,KV35P1,12.67
E00101680,3,KV35P1,12.37
E00101681,3,KV35P1,12.57
E00101682,3,KV35P1,13.25
E00101683,3,KV35P1,12.71
E00101684,3,KV38P2,12.89
E00101685,3,KV27P1,10.92
E00101686,3,KV32P1,16.81
E00101687,3,KV32P1,11.58
E00101688,3,KV23P1,15.2
E00101689,3,KV32P1,12.93
E00101690,3,KV12P1,14.65
E00101692,3,KV12P1,11.83
E00101693,3,KV12P1,11.78
E00101694,3,KV12P1,11.77
E00101695,3,KV04P2,13.24
E00101696,3,KV04P2,11.71
E00101697,3,KV04P2,12.12
E00101698,3,KV04P2,11.72
E00101699,3,KV04P2,11.7
E00101700,3,KV04P2,12.25
E00101701,3,KV04P2,13.33
E00101702,3,KV04P2,11.49
E00101703,3,KV04P2,11.72
E00101704,3,KV04P2,13.36
E00101705,3,KV04P2,12.15
E00101706,3,KV04P2,13.38
E00101707,3,KV04P2,13.11
E00101708,3,KV04P2,13.02
E00101709,3,KV44P1,17.81
E00101710,3,KV46P1,16.73
E00101711,3,KV01P2,15.82
E00101712,3,KV44P1,17.68
E00101713,3,KV46P1,17.26
E00101714,3,KV46P1,15.2
E00101715,3,KV06P1,14.39
E00101716,3,KV35P1,18.45
E00101717,3,KV07P1,14.87
E00101718,3,KV07P1,14.04
E00101719,3,KV07P1,16.68
E00101720,3,KV01P2,17.02
E00101721,3,KV11P1,17.55
E00101722,3,KV14P1,15.0
E00101723,3,KV01P2,12.46
E00101724,3,KV14P1,15.28
E00101725,3,KV01P2,8.51
E00101726,3,KV01P2,9.63
E00101727,3,KV16P1,9.27
E00101728,3,KV01P2,9.39
E00101729,3,KV01P2,9.2
E00101730,3,KV01P2,8.63
E00101731,3,KV01P2,8.63
E00101732,3,KV01P2,8.28
E00101733,3,KV01P2,9.24
E00101734,3,KV01P2,8.85
E00101735,3,KV01P2,8.17
E00101736,3,KV01P2,7.91
E00101737,3,KV16P1,9.17
E00101738,3,KV16P1,10.17
E00101739,3,KV01P2,8.88
E00101740,3,KV16P1,9.56
E00101741,3,KV01P2,8.98
E00101742,3,KV01P2,9.14
E00101743,3,KV01P2,8.37
E00101744,3,KV16P1,10.72
E00101745,3,KV16P1,9.8
E00101746,3,KV01P2,8.67
E00101747,3,KV16P1,10.15
E00101748,3,KV16P1,9.7
E00101749,3,KV16P1,9.98
E00101750,3,KV01P2,8.7
E00101751,3,KV16P1,9.58
E00101752,3,KV05P1,9.07
E00101753,3,KV05P1,8.22
E00101754,3,KV05P1,8.48
E00101755,3,KV05P1,9.21
E00101756,3,KV05P1,9.54
E00101757,3,KV05P1,9.52
E00101758,3,KV05P1,9.18
E00101759,3,KV05P1,9.15
E00101760,3,KV05P1,8.95
E00101761,3,KV05P1,9.53
E00101762,3,KV05P1,9.83
E00101763,3,KV05P1,9.46
E00101764,3,KV05P1,8.5
E00101765,3,KV05P1,8.92
E00101766,3,KV05P1,8.42
E00101767,3,KV05P1,8.27
E00101768,3,KV05P1,9.18
E00101769,3,KV05P1,8.63
E00101770,3,KV01P2,13.19
E00101771,3,KV01P1,21.08
E00101772,3,KV01P2,15.89
E00101773,3,KV01P2,14.75
E00101774,3,KV01P2,15.02
E00101775,3,KV01P2,12.43
E00101776,3,KV46P1,17.26
E00101777,3,KV01P1,17.72
E00101778,3,KV46P1,23.26
E00101779,3,KV15P1,17.16
E00101780,3,KV14P1,16.2
E00101781,3,KV14P1,15.92
E00101782,3,KV14P1,16.12
E00101783,3,KV14P1,14.24
E00101784,3,KV14P1,16.06
E00101785,3,KV14P1,18.17
E00101786,3,KV02P1,6.41
E00101787,3,KV02P1,9.72
E00101788,3,KV02P1,9.16
E00101789,3,KV02P1,7.84
E00101790,3,KV02P1,8.44
E00101791,3,KV02P1,8.75
E00101792,3,KV02P1,9.52
E00101793,3,KV02P1,8.9
E00101794,3,KV02P1,7.09
E00101795,3,KV02P1,8.38
E00101796,3,KV02P1,7.93
E00101797,3,KV11P2,9.75
E00101798,3,KV07P1,10.02
E00101800,3,KV05P1,9.85
E00101801,3,KV14P1,12.59
E00101802,3,KV05P1,10.34
E00101803,3,KV14P1,12.76
E00101804,3,KV05P1,10.57
E00101805,3,KV14P1,12.64
E00101806,3,KV14P1,12.23
E00101807,3,KV14P1,12.61
E00101808,3,KV14P1,13.77
E00101809,3,KV14P1,13.4
E00101810,3,KV14P1,13.0
E00101811,3,KV14P1,13.05
E00101812,3,KV04P2,10.63
E00101813,3,KV04P2,11.44
E00101814,3,KV04P2,10.66
E00101815,3,KV04P1,8.61
E00101816,3,KV04P2,10.45
E00101817,3,KV04P2,9.76
E00101818,3,KV01P2,8.84
E00101819,3,KV04P2,9.93
E00101820,3,KV04P1,7.95
E00101821,3,KV04P1,8.82
E00101822,3,KV04P2,11.57
E00101823,3,KV04P2,10.94
E00101824,3,KV04P2,11.4
E00101825,3,KV01P1,14.85
E00101826,3,KV01P1,15.61
E00101827,3,KV01P1,15.96
E00101828,3,KV01P1,13.26
E00101829,3,KV02P2,10.47
E00101830,3,KV02P1,7.09
E00101831,3,KV02P1,10.37
E00101832,3,KV05P1,10.09
E00101833,3,KV02P1,9.9
E00101834,3,KV05P1,9.64
E00101835,3,KV05P1,6.28
E00101836,3,KV05P1,6.38
E00101837,3,KV05P1,5.74
E00101838,3,KV01P2,7.32
E00101839,3,KV01P2,6.69
E00101841,3,KV01P2,7.3
E00101842,3,KV01P2,7.53
E00101843,3,KV07P1,8.06
E00101844,3,KV07P1,8.61
E00101845,3,KV07P1,8.54
E00101846,3,KV07P1,8.51
E00101847,3,KV07P1,7.97
E00101848,3,KV07P1,8.13
E00101849,3,KV07P1,7.98
E00101850,3,KV07P1,8.24
E00101851,3,KV07P1,8.62
E00101852,3,KV07P1,8.69
E00101853,3,KV07P1,8.51
E00101854,3,KV07P1,8.98
E00101855,3,KV07P1,8.26
E00101856,3,KV07P1,7.78
E00101857,3,KV07P1,7.75
E00101858,3,KV07P1,6.13
E00101859,3,KV07P1,7.35
E00101860,3,KV07P1,7.91
E00101861,3,KV07P1,7.23
E00101862,3,KV07P1,6.95
E00101863,3,KV07P1,7.72
E00101864,3,KV07P1,7.79
E00101865,3,KV07P1,8.89
E00101866,3,KV16P1,9.25
E00101867,3,KV07P1,8.64
E00101868,3,KV07P1,8.84
E00101869,3,KV16P1,10.17
E00101870,3,KV16P1,7.23
E00101871,3,KV07P1,9.14
E00101872,3,KV07P1,9.33
E00101873,3,KV16P1,9.71
E00101874,3,KV16P1,9.19
E00101875,3,KV16P1,9.24
E00101876,3,KV16P1,8.7
E00101877,3,KV07P1,8.37
E00101878,3,KV07P1,8.71
E00101879,3,KV03P1,8.35
E00101880,3,KV01P1,10.66
E00101881,3,KV03P1,7.28
E00101882,3,KV01P2,9.81
E00101883,3,KV03P1,6.29
E00101884,3,KV05P1,11.85
E00101885,3,KV14P1,16.41
E00101886,3,KV14P1,12.99
E00101887,3,KV05P1,11.86
E00101888,3,KV05P1,12.32
E00101889,3,KV14P1,11.44
E00101890,3,KV14P1,11.78
E00101891,3,KV14P1,10.62
E00101892,3,KV05P1,11.31
E00101893,3,KV14P1,11.43
E00101894,3,KV14P1,11.98
E00101895,3,KV14P1,12.01
E00101896,3,KV01P2,11.01
E00101897,3,KV14P1,12.41
E00101898,3,KV14P1,10.6
E00101899,3,KV04P2,12.95
E00101900,3,KV04P2,12.84
E00101901,3,KV05P1,8.72
E00101902,3,KV05P1,9.26
E00101903,3,KV05P1,8.94
E00101904,3,KV04P2,12.37
E00101905,3,KV05P1,10.19
E00101906,3,KV05P1,10.13
E00101907,3,KV05P1,10.01
E00101908,3,KV05P1,9.53
E00101909,3,KV05P1,10.18
E00101910,3,KV05P1,9.5
E00101911,3,KV05P1,9.25
E00101912,3,KV05P1,9.94
E00101913,3,KV05P1,9.56
E00101914,3,KV05P1,10.13
E00101915,3,KV68L1,15.355
E00101916,3,KV07P1,18.3
E00101917,3,KV07P1,16.75
E00101918,3,KV07P1,18.48
E00101919,3,KV07P1,18.49
E00101920,3,KV07P1,18.04
E00101921,3,KV01P2,10.0
E00101922,3,KV01P2,13.23
E00101923,3,KV01P2,9.33
E00101924,3,KV05P1,8.74
E00101925,3,KV07P1,13.63
E00101926,3,KV05P1,8.01
E00101927,3,KV05P1,9.64
E00101928,3,KV05P1,10.57
E00101929,3,KV05P1,9.58
E00101930,3,KV05P1,9.83
E00101931,3,KV05P1,9.8
E00101932,3,KV05P1,9.69
E00101933,3,KV05P1,10.14
E00101934,3,KV05P1,11.14
E00101935,3,KV05P1,10.25
E00101936,3,KV05P1,10.32
E00101937,3,KV05P1,10.64
E00101938,3,KV05P1,10.89
E00101939,3,KV05P1,10.64
E00101940,3,KV01P2,17.49
E00101941,3,KV01P2,10.98
E00101942,3,KV46P1,21.5
E00101943,3,KV01P2,17.61
E00101944,3,KV01P2,21.01
E00101945,3,KV01P2,17.61
E00101946,3,KV05P1,6.85
E00101947,3,KV05P1,7.62
E00101948,3,KV05P1,9.09
E00101949,3,KV05P1,9.2
E00101950,3,KV05P1,8.54
E00101951,3,KV05P1,8.1
E00101952,3,KV05P1,7.94
E00101954,3,KV05P1,8.32
E00101955,3,KV05P1,9.2
E00101956,3,KV05P1,8.0
E00101957,3,KV05P1,8.32
E00101958,3,KV05P1,8.02
E00101959,3,KV06P1,15.25
E00101960,3,KV01P2,14.61
E00101961,3,KV01P2,14.81
E00101962,3,KV01P2,16.25
E00101963,3,KV01P2,14.82
E00101964,3,KV01P2,15.22
E00101965,3,KV01P2,15.14
E00101966,3,KV01P2,14.94
E00101967,3,KV06P1,15.32
E00101968,3,KV01P2,15.55
E00101969,3,KV01P2,15.29
E00101970,3,KV06P1,15.01
E00101971,3,KV06P1,15.32
E00101972,3,KV06P1,14.57
E00101973,3,KV06P1,12.53
E00101974,3,KV44P2,10.68
E00101975,3,KV44P1,16.38
E00101976,3,KV06P1,17.25
E00101977,3,KV06P1,16.96
E00101978,3,KV06P1,16.82
E00101979,3,KV44P2,14.44
E00101980,3,KV05P1,10.2
E00101981,3,KV05P1,10.01
E00101982,3,KV05P1,9.95
E00101983,3,KV05P1,9.22
E00101984,3,KV05P1,8.99
E00101985,3,KV05P1,8.73
E00101986,3,KV05P1,9.36
E00101987,3,KV05P1,8.7
E00101988,3,KV05P1,8.49
E00101989,3,KV05P1,8.39
E00101990,3,KV05P1,9.4
E00101991,3,KV05P1,9.06
E00101992,3,KV05P1,9.87
E00101993,3,KV05P1,10.08
E00101994,3,KV31P2,13.62
E00101995,3,KV29P1,14.72
E00101996,3,KV31P1,9.2
E00101997,3,KV54P2,11.79
E00101998,3,KV54P2,11.73
E00101999,3,KV54P2,11.05
E00102000,3,KV54P2,11.64
E00102001,3,KV29P1,15.8
E00102002,3,KV31P2,11.36
E00102003,3,KV55P1,13.63
E00102004,3,KV18P1,15.09
E00102005,3,KV18P1,14.97
E00102006,3,KV22P1,8.93
E00102007,3,KV18P1,16.37
E00102008,3,KV53P1,12.59
E00102009,3,KV50P2,8.72
E00102010,3,KV50P2,8.07
E00102011,3,KV50P2,7.97
E00102012,3,KV50P2,9.27
E00102013,3,KV50P2,8.61
E00102014,3,KV50P2,8.71
E00102015,3,KV50P2,8.08
E00102016,3,KV50P2,8.92
E00102017,3,KV50P2,8.38
E00102018,3,KV50P2,8.91
E00102019,3,KV50P2,7.94
E00102020,3,KV50P2,8.9
E00102021,3,KV50P2,14.56
E00102022,3,KV50P2,15.1
E00102023,3,KV58P1,8.56
E00102024,3,KV54P2,8.13
E00102025,3,KV26P1,7.33
E00102026,3,KV54P2,7.64
E00102027,3,KV26P1,12.4
E00102028,3,KV26P1,9.9
E00102029,3,KV53P1,12.05
E00102030,3,KV26P1,12.08
E00102031,3,KV49P1,15.71
E00102032,3,KV49P1,15.47
E00102033,3,KV49P1,14.76
E00102034,3,KV49P1,13.56
E00102035,3,KV47P1,6.11
E00102036,3,KV53P1,7.54
E00102037,3,KV50P2,10.11
E00102038,3,KV50P2,10.35
E00102039,3,KV22P1,7.77
E00102040,3,KV22P1,8.03
E00102041,3,KV22P1,8.81
E00102042,3,KV22P1,7.91
E00102043,3,KV18P1,10.36
E00102044,3,KV22P1,7.78
E00102045,3,KV31P2,17.44
E00102046,3,KV31P2,18.14
E00102047,3,KV31P2,16.67
E00102048,3,KV31P2,18.6
E00102049,3,KV31P2,17.11
E00102050,3,KV31P2,18.44
E00102051,3,KV31P2,19.31
E00102052,3,KV31P2,17.98
E00102053,3,KV31P2,17.81
E00102054,3,KV31P2,18.17
E00102055,3,KV31P2,17.55
E00102056,3,KV31P2,18.03
E00102057,3,KV31P2,18.24
E00102058,3,KV18P1,12.06
E00102059,3,KV18P1,12.54
E00102060,3,KV21P1,6.39
E00102061,3,KV18P1,8.92
E00102062,3,KV18P1,10.24
E00102063,3,KV31P2,17.9
E00102064,3,KV31P2,15.39
E00102065,3,KV31P2,16.85
E00102066,3,KV31P2,16.85
E00102067,3,KV31P2,16.71
E00102068,3,KV31P2,16.74
E00102069,3,KV31P2,16.51
E00102070,3,KV31P2,16.68
E00102071,3,KV18P1,7.48
E00102072,3,KV18P1,10.9
E00102073,3,KV31P2,6.85
E00102074,3,KV31P1,6.65
E00102075,3,KV31P1,6.84
E00102076,3,KV31P1,7.31
E00102077,3,KV31P2,7.07
E00102078,3,KV53P1,10.69
E00102079,3,KV31P2,15.47
E00102080,3,KV31P1,8.07
E00102081,3,KV55P1,14.71
E00102082,3,KV31P2,8.02
E00102083,3,KV22P1,8.03
E00102084,3,KV31P2,14.08
E00102085,3,KV54P2,8.65
E00102086,3,KV47P1,6.83
E00102087,3,KV54P2,7.58
E00102088,3,KV54P2,9.43
E00102089,3,KV51P1,12.42
E00102090,3,KV53P1,7.24
E00102091,3,KV53P1,6.86
E00102092,3,KV53P1,8.78
E00102093,3,KV53P1,6.98
