oa_code,rnk,appliance_callsign,drive_time
E00100895,7,KV37P1,14.01
E00100896,7,KV37P1,14.35
E00100897,7,KV37P1,13.94
E00100898,7,KV75P2,17.62
E00100899,7,KV75P2,14.98
E00100900,7,KV40P2,13.14
E00100901,7,KV75P2,14.09
E00100902,7,KV40P1,16.68
E00100903,7,KV40P1,16.81
E00100904,7,KV75P2,16.68
E00100905,7,KV75P2,17.59
E00100906,7,KV33P2,10.17
E00100907,7,KV33P2,10.94
E00100908,7,KV33P2,10.1
E00100909,7,KV33P2,9.97
E00100910,7,KV33P2,10.38
E00100911,7,KV33P2,10.23
E00100912,7,KV33P2,10.37
E00100913,7,KV75P2,18.68
E00100914,7,KV37P1,18.52
E00100915,7,KV43P1,17.27
E00100916,7,KV42P1,16.26
E00100917,7,KV41P1,18.97
E00100918,7,KV37P1,17.4
E00100919,7,KV70P2,19.48
E00100920,7,KV33P1,13.85
E00100921,7,KV33P1,14.42
E00100922,7,KV33P1,16.41
E00100923,7,KV32P1,16.43
E00100924,7,KV32P1,15.21
E00100925,7,KV43P2,14.24
E00100926,7,KV32P1,16.92
E00100927,7,KV32P1,15.1
E00100928,7,KV32P1,15.52
E00100929,7,KV32P1,15.77
E00100930,7,KV40P2,12.25
E00100931,7,KV40P1,13.39
E00100932,7,KV40P1,13.58
E00100933,7,KV32P1,19.25
E00100934,7,KV32P1,16.47
E00100935,7,KV32P1,17.24
E00100936,7,KV32P1,17.4
E00100937,7,KV32P1,18.2
E00100938,7,KV32P1,18.07
E00100939,7,KV32P1,17.55
E00100940,7,KV32P1,16.82
E00100941,7,KV32P1,17.19
E00100942,7,KV32P1,17.71
E00100943,7,KV32P1,18.09
E00100944,7,KV32P1,17.47
E00100945,7,KV32P1,17.07
E00100946,7,KV32P1,16.19
E00100947,7,KV32P1,17.84
E00100948,7,KV45P1,11.86
E00100949,7,KV33P2,10.2
E00100950,7,KV41P1,11.32
E00100951,7,KV59P1,16.16
E00100952,7,KV59P1,17.44
E00100953,7,KV41P1,12.89
E00100954,7,KV41P1,12.95
E00100955,7,KV41P1,20.34
E00100956,7,KV41P1,20.88
E00100957,7,KV41P1,21.05
E00100958,7,KV40P1,17.55
E00100959,7,KV40P1,17.45
E00100960,7,KV40P1,17.51
E00100961,7,KV40P1,17.48
E00100962,7,KV40P1,17.5
E00100963,7,KV41P1,19.69
E00100964,7,KV40P1,17.92
E00100965,7,KV41P1,21.47
E00100966,7,KV40P1,17.67
E00100967,7,KV40P1,18.05
E00100968,7,KV40P1,17.86
E00100969,7,KV41P1,20.64
E00100970,7,KV41P1,19.99
E00100971,7,KV41P1,20.7
E00100972,7,KV41P1,20.52
E00100973,7,KV41P1,20.93
E00100974,7,KV41P1,20.82
E00100975,7,KV41P1,20.72
E00100976,7,KV41P1,21.67
E00100977,7,KV40P1,17.08
E00100978,7,KV40P1,17.05
E00100979,7,KV40P1,17.34
E00100980,7,KV40P1,17.17
E00100981,7,KV59P1,17.46
E00100982,7,KV33P1,16.82
E00100983,7,KV33P1,16.79
E00100984,7,KV33P1,17.1
E00100985,7,KV40P2,13.06
E00100986,7,KV59P1,17.85
E00100987,7,KV37P1,12.84
E00100988,7,KV40P2,11.87
E00100989,7,KV40P1,11.76
E00100990,7,KV40P1,12.52
E00100991,7,KV40P1,12.76
E00100992,7,KV40P2,11.9
E00100993,7,KV59P1,16.18
E00100994,7,KV40P1,13.27
E00100995,7,KV42P1,14.49
E00100996,7,KV40P1,13.2
E00100997,7,KV40P1,12.45
E00100998,7,KV42P1,14.26
E00100999,7,KV40P1,12.61
E00101000,7,KV40P1,12.76
E00101001,7,KV40P1,12.72
E00101002,7,KV40P1,13.22
E00101003,7,KV36P1,12.98
E00101004,7,KV42P1,14.13
E00101005,7,KV33P2,12.56
E00101006,7,KV42P1,12.59
E00101007,7,KV40P2,11.66
E00101008,7,KV40P2,11.83
E00101009,7,KV40P2,11.72
E00101010,7,KV42P1,14.15
E00101011,7,KV42P1,14.34
E00101012,7,KV33P2,12.63
E00101013,7,KV42P1,14.72
E00101014,7,KV42P1,14.41
E00101015,7,KV42P1,14.39
E00101016,7,KV59P1,17.61
E00101017,7,KV42P1,14.94
E00101018,7,KV42P1,14.68
E00101019,7,KV42P1,14.4
E00101020,7,KV42P1,14.21
E00101021,7,KV36P1,13.1
E00101022,7,KV40P1,13.18
E00101023,7,KV40P1,13.07
E00101024,7,KV42P1,14.32
E00101025,7,KV42P1,14.41
E00101026,7,KV42P1,15.66
E00101027,7,KV42P1,14.23
E00101028,7,KV42P1,14.37
E00101029,7,KV33P2,12.83
E00101030,7,KV59P1,18.09
E00101031,7,KV59P1,20.34
E00101032,7,KV32P1,21.1
E00101033,7,KV43P1,20.06
E00101034,7,KV43P1,19.28
E00101035,7,KV43P2,18.1
E00101036,7,KV32P1,22.13
E00101037,7,KV32P1,21.16
E00101038,7,KV75P2,21.05
E00101039,7,KV75P2,20.21
E00101040,7,KV75P2,20.72
E00101041,7,KV40P1,21.23
E00101042,7,KV40P1,21.78
E00101043,7,KV40P1,21.22
E00101044,7,KV40P1,21.24
E00101045,7,KV40P1,18.38
E00101046,7,KV43P1,16.18
E00101047,7,KV43P1,15.87
E00101048,7,KV45P1,14.39
E00101049,7,KV45P1,14.9
E00101050,7,KV45P1,15.77
E00101051,7,KV45P1,15.62
E00101052,7,KV45P1,15.15
E00101053,7,KV32P1,14.77
E00101054,7,KV32P1,15.27
E00101055,7,KV32P1,15.72
E00101056,7,KV32P1,15.53
E00101057,7,KV32P1,15.5
E00101058,7,KV32P1,14.6
E00101059,7,KV36P1,10.06
E00101060,7,KV36P1,9.15
E00101061,7,KV36P1,10.13
E00101062,7,KV36P1,9.7
E00101063,7,KV32P1,13.87
E00101064,7,KV32P2,11.9
E00101065,7,KV36P1,9.41
E00101067,7,KV40P1,18.58
E00101068,7,KV79P1,16.24
E00101069,7,KV42P1,19.44
E00101070,7,KV79P1,13.96
E00101071,7,KV37P1,15.82
E00101072,7,KV40P1,16.7
E00101073,7,KV42P1,19.36
E00101074,7,KV79P1,17.0
E00101075,7,KV34P1,18.68
E00101076,7,KV33P1,17.76
E00101077,7,KV33P1,18.08
E00101078,7,KV38P1,12.9
E00101079,7,KV30P2,17.61
E00101080,7,KV38P1,13.82
E00101081,7,KV38P1,13.93
E00101082,7,KV38P1,13.46
E00101083,7,KV38P1,13.67
E00101084,7,KV38P1,14.25
E00101085,7,KV30P2,17.51
E00101086,7,KV33P1,18.53
E00101087,7,KV33P1,18.23
E00101088,7,KV30P2,17.6
E00101089,7,KV30P2,17.06
E00101090,7,KV33P1,18.09
E00101091,7,KV30P2,17.02
E00101092,7,KV30P2,16.94
E00101093,7,KV33P1,18.12
E00101094,7,KV38P1,12.8
E00101095,7,KV38P1,13.14
E00101096,7,KV38P1,12.35
E00101097,7,KV38P1,13.35
E00101098,7,KV38P1,12.85
E00101099,7,KV38P1,12.87
E00101100,7,KV38P1,12.66
E00101101,7,KV38P1,12.99
E00101102,7,KV38P1,13.52
E00101103,7,KV38P1,13.81
E00101104,7,KV38P1,12.92
E00101105,7,KV38P1,13.35
E00101106,7,KV38P1,12.73
E00101107,7,KV38P1,13.04
E00101108,7,KV38P1,12.86
E00101109,7,KV38P1,13.73
E00101110,7,KV38P1,13.08
E00101111,7,KV38P1,13.36
E00101112,7,KV38P1,13.47
E00101113,7,KV38P1,13.05
E00101114,7,KV38P1,13.19
E00101115,7,KV38P1,13.77
E00101116,7,KV38P1,13.99
E00101117,7,KV38P1,13.93
E00101118,7,KV38P1,14.08
E00101119,7,KV38P1,14.21
E00101120,7,KV38P1,13.99
E00101121,7,KV38P1,14.06
E00101122,7,KV38P1,12.52
E00101123,7,KV38P1,13.04
E00101124,7,KV38P1,10.33
E00101125,7,KV45P2,10.16
E00101126,7,KV38P1,11.0
E00101127,7,KV45P2,10.09
E00101129,7,KV45P2,10.26
E00101130,7,KV38P1,9.58
E00101131,7,KV38P1,11.55
E00101132,7,KV38P1,10.8
E00101133,7,KV38P1,11.64
E00101134,7,KV38P1,12.86
E00101135,7,KV38P1,12.18
E00101136,7,KV38P1,10.83
E00101137,7,KV38P1,11.51
E00101138,7,KV38P1,11.23
E00101139,7,KV38P1,12.54
E00101140,7,KV38P1,11.33
E00101141,7,KV38P1,11.63
E00101142,7,KV38P1,11.86
E00101143,7,KV38P1,11.31
E00101144,7,KV38P1,11.73
E00101145,7,KV38P1,10.61
E00101146,7,KV38P1,11.14
E00101147,7,KV38P1,11.85
E00101148,7,KV38P1,11.57
E00101149,7,KV38P1,11.14
E00101150,7,KV38P1,11.86
E00101151,7,KV38P1,11.73
E00101152,7,KV38P1,11.75
E00101153,7,KV38P1,12.98
E00101154,7,KV38P1,12.59
E00101155,7,KV38P1,13.18
E00101156,7,KV38P1,12.82
E00101157,7,KV38P1,12.75
E00101158,7,KV38P1,12.93
E00101159,7,KV38P1,11.82
E00101160,7,KV38P1,12.92
E00101161,7,KV38P1,12.75
E00101162,7,KV38P1,12.71
E00101163,7,KV38P2,13.37
E00101164,7,KV41P1,14.44
E00101165,7,KV33P1,15.48
E00101166,7,KV33P1,15.88
E00101167,7,KV33P1,15.62
E00101168,7,KV33P1,15.9
E00101169,7,KV33P1,15.47
E00101170,7,KV33P1,16.22
E00101171,7,KV33P1,15.73
E00101172,7,KV33P1,16.34
E00101173,7,KV38P2,13.85
E00101174,7,KV33P1,16.6
E00101175,7,KV33P1,16.48
E00101176,7,KV33P1,16.4
E00101177,7,KV33P1,16.15
E00101178,7,KV33P1,15.86
E00101179,7,KV33P1,16.11
E00101180,7,KV33P1,16.17
E00101181,7,KV38P2,14.74
E00101182,7,KV41P1,15.54
E00101183,7,KV41P1,15.81
E00101184,7,KV41P1,15.95
E00101185,7,KV41P1,15.51
E00101186,7,KV41P1,15.64
E00101187,7,KV41P1,15.69
E00101188,7,KV41P1,15.8
E00101189,7,KV41P1,15.22
E00101190,7,KV41P1,15.55
E00101191,7,KV41P1,14.97
E00101192,7,KV33P1,16.39
E00101193,7,KV33P1,16.53
E00101194,7,KV38P2,13.91
E00101195,7,KV38P1,13.99
E00101196,7,KV41P1,15.77
E00101197,7,KV41P1,15.54
E00101198,7,KV41P1,16.01
E00101199,7,KV41P1,15.16
E00101200,7,KV38P1,12.68
E00101201,7,KV38P1,12.95
E00101202,7,KV38P1,12.95
E00101203,7,KV38P1,12.78
E00101204,7,KV38P1,12.61
E00101205,7,KV38P1,12.29
E00101206,7,KV41P1,15.26
E00101207,7,KV41P1,15.4
E00101208,7,KV41P1,15.29
E00101209,7,KV38P1,12.54
E00101210,7,KV41P1,15.06
E00101211,7,KV41P1,14.57
E00101212,7,KV38P1,12.82
E00101213,7,KV38P1,12.74
E00101214,7,KV41P1,14.95
E00101215,7,KV41P1,14.47
E00101216,7,KV38P1,12.9
E00101217,7,KV38P1,12.94
E00101218,7,KV38P1,12.74
E00101219,7,KV38P1,12.74
E00101220,7,KV38P1,12.02
E00101221,7,KV38P1,11.97
E00101222,7,KV41P1,15.65
E00101223,7,KV38P1,13.05
E00101224,7,KV38P1,12.28
E00101225,7,KV38P1,12.91
E00101226,7,KV38P1,12.92
E00101227,7,KV38P1,12.2
E00101228,7,KV38P1,12.55
E00101229,7,KV38P1,12.35
E00101230,7,KV38P1,11.62
E00101231,7,KV38P1,11.08
E00101232,7,KV38P1,11.77
E00101233,7,KV38P1,11.43
E00101234,7,KV38P1,11.51
E00101235,7,KV38P1,12.06
E00101236,7,KV38P1,12.25
E00101237,7,KV38P1,11.68
E00101238,7,KV38P1,12.76
E00101239,7,KV39P1,13.71
E00101240,7,KV39P1,13.19
E00101241,7,KV39P1,14.49
E00101242,7,KV39P1,13.73
E00101243,7,KV38P2,14.57
E00101244,7,KV39P1,13.25
E00101245,7,KV39P1,13.14
E00101246,7,KV39P1,13.15
E00101247,7,KV39P1,12.8
E00101248,7,KV39P1,13.6
E00101249,7,KV39P1,12.96
E00101250,7,KV39P1,12.66
E00101251,7,KV39P1,12.54
E00101252,7,KV39P1,12.96
E00101253,7,KV39P1,12.53
E00101254,7,KV39P1,12.39
E00101255,7,KV33P1,16.24
E00101256,7,KV33P1,15.97
E00101257,7,KV33P1,16.44
E00101258,7,KV33P1,16.16
E00101259,7,KV41P1,15.03
E00101260,7,KV41P1,15.31
E00101261,7,KV41P1,14.85
E00101262,7,KV41P1,15.04
E00101263,7,KV38P1,12.91
E00101264,7,KV41P1,14.96
E00101265,7,KV41P1,15.2
E00101266,7,KV41P1,14.74
E00101267,7,KV38P2,14.14
E00101268,7,KV38P2,13.95
E00101269,7,KV41P1,14.55
E00101270,7,KV41P1,14.97
E00101271,7,KV38P1,12.69
E00101273,7,KV38P1,13.01
E00101274,7,KV38P1,13.25
E00101275,7,KV38P1,12.96
E00101276,7,KV41P1,15.23
E00101277,7,KV41P1,14.75
E00101278,7,KV33P1,16.19
E00101279,7,KV33P1,15.5
E00101280,7,KV33P1,15.56
E00101281,7,KV33P1,16.69
E00101282,7,KV33P1,15.69
E00101283,7,KV33P1,15.88
E00101285,7,KV33P1,16.16
E00101286,7,KV33P1,16.38
E00101287,7,KV33P1,16.66
E00101288,7,KV33P1,16.23
E00101289,7,KV38P2,13.94
E00101290,7,KV41P1,14.78
E00101291,7,KV41P1,15.06
E00101292,7,KV41P1,14.71
E00101293,7,KV41P1,14.83
E00101294,7,KV41P1,14.98
E00101295,7,KV41P1,15.03
E00101296,7,KV41P1,14.92
E00101297,7,KV41P1,14.92
E00101298,7,KV41P1,15.33
E00101299,7,KV41P1,15.17
E00101300,7,KV41P1,14.61
E00101301,7,KV41P1,14.24
E00101302,7,KV41P1,14.87
E00101303,7,KV41P1,14.86
E00101304,7,KV41P1,14.73
E00101305,7,KV41P1,14.93
E00101306,7,KV41P1,15.22
E00101307,7,KV38P1,11.92
E00101308,7,KV38P1,11.92
E00101309,7,KV38P1,11.76
E00101310,7,KV38P1,11.5
E00101313,7,KV38P1,11.53
E00101314,7,KV38P1,11.61
E00101315,7,KV38P1,11.62
E00101316,7,KV38P1,12.03
E00101317,7,KV38P1,12.12
E00101318,7,KV38P1,12.37
E00101319,7,KV38P1,12.22
E00101320,7,KV38P1,12.52
E00101321,7,KV38P1,12.35
E00101322,7,KV38P1,11.0
E00101323,7,KV38P1,10.95
E00101325,7,KV38P1,10.82
E00101326,7,KV38P1,11.26
E00101327,7,KV38P1,12.49
E00101328,7,KV38P1,11.75
E00101329,7,KV38P1,11.99
E00101330,7,KV38P1,11.55
E00101331,7,KV38P1,11.43
E00101332,7,KV38P1,12.09
E00101333,7,KV38P1,10.97
E00101334,7,KV38P1,11.74
E00101335,7,KV38P1,11.31
E00101336,7,KV38P1,12.53
E00101337,7,KV38P1,12.5
E00101338,7,KV38P1,12.17
E00101339,7,KV38P1,12.22
E00101340,7,KV38P1,12.26
E00101341,7,KV38P1,12.14
E00101342,7,KV38P1,12.39
E00101343,7,KV38P1,12.02
E00101344,7,KV38P1,11.96
E00101345,7,KV38P1,12.34
E00101346,7,KV33P1,16.6
E00101347,7,KV38P1,13.2
E00101348,7,KV41P1,14.58
E00101349,7,KV38P1,12.92
E00101350,7,KV38P1,12.54
E00101351,7,KV38P1,12.97
E00101352,7,KV41P1,15.04
E00101353,7,KV38P1,12.64
E00101355,7,KV33P1,17.22
E00101356,7,KV33P1,16.55
E00101357,7,KV38P1,13.13
E00101358,7,KV33P1,16.93
E00101359,7,KV38P2,13.66
E00101360,7,KV41P1,15.22
E00101361,7,KV38P1,12.79
E00101362,7,KV38P1,12.74
E00101363,7,KV41P1,14.23
E00101364,7,KV33P1,15.19
E00101365,7,KV33P1,15.73
E00101366,7,KV33P1,15.17
E00101367,7,KV41P1,13.94
E00101368,7,KV33P1,15.51
E00101369,7,KV41P1,13.64
E00101370,7,KV33P1,15.56
E00101373,7,KV41P1,13.67
E00101374,7,KV41P1,12.18
E00101375,7,KV41P1,12.66
E00101376,7,KV33P1,14.71
E00101377,7,KV33P1,14.95
E00101378,7,KV33P1,14.98
E00101379,7,KV38P1,13.15
E00101380,7,KV38P1,12.96
E00101381,7,KV38P1,12.42
E00101382,7,KV38P1,12.93
E00101383,7,KV38P1,12.63
E00101384,7,KV38P1,12.52
E00101385,7,KV38P1,12.7
E00101386,7,KV38P1,12.58
E00101387,7,KV38P1,12.67
E00101388,7,KV38P1,12.96
E00101389,7,KV38P1,12.89
E00101390,7,KV38P1,12.87
E00101391,7,KV38P1,12.64
E00101392,7,KV38P1,12.58
E00101393,7,KV38P1,12.87
E00101394,7,KV38P1,12.88
E00101395,7,KV38P1,12.75
E00101396,7,KV38P1,13.08
E00101397,7,KV38P1,13.13
E00101398,7,KV38P1,13.01
E00101399,7,KV38P1,13.13
E00101400,7,KV33P2,12.43
E00101401,7,KV33P2,12.0
E00101402,7,KV33P2,12.79
E00101403,7,KV41P1,15.61
E00101404,7,KV41P1,15.49
E00101405,7,KV41P1,15.0
E00101406,7,KV41P1,14.71
E00101407,7,KV41P1,13.58
E00101408,7,KV41P1,15.39
E00101409,7,KV41P1,13.72
E00101410,7,KV41P1,16.05
E00101411,7,KV33P2,11.81
E00101412,7,KV41P1,15.95
E00101413,7,KV41P1,15.67
E00101414,7,KV41P1,15.26
E00101415,7,KV41P1,15.55
E00101416,7,KV41P1,15.48
E00101417,7,KV33P2,11.94
E00101418,7,KV33P2,12.2
E00101419,7,KV33P2,12.38
E00101420,7,KV33P2,11.75
E00101421,7,KV33P2,12.43
E00101422,7,KV33P2,12.32
E00101423,7,KV33P1,15.7
E00101424,7,KV33P1,15.3
E00101425,7,KV39P1,11.14
E00101426,7,KV33P1,15.9
E00101427,7,KV38P2,14.05
E00101428,7,KV33P1,15.79
E00101429,7,KV39P1,11.26
E00101430,7,KV33P1,15.65
E00101431,7,KV38P2,13.96
E00101432,7,KV33P1,15.43
E00101433,7,KV33P1,15.8
E00101434,7,KV33P1,16.07
E00101435,7,KV33P1,14.97
E00101436,7,KV33P1,16.12
E00101437,7,KV33P1,15.54
E00101438,7,KV33P1,15.96
E00101439,7,KV38P2,14.28
E00101440,7,KV33P1,15.13
E00101441,7,KV33P1,16.08
E00101442,7,KV33P1,15.61
E00101443,7,KV33P1,14.88
E00101444,7,KV33P1,15.05
E00101445,7,KV33P1,15.12
E00101446,7,KV39P1,11.88
E00101447,7,KV33P1,15.2
E00101448,7,KV33P1,14.96
E00101449,7,KV33P1,15.73
E00101450,7,KV46P1,19.87
E00101451,7,KV46P1,19.73
E00101452,7,KV46P1,19.77
E00101453,7,KV46P1,20.2
E00101454,7,KV45P1,18.51
E00101455,7,KV46P1,20.21
E00101456,7,KV46P1,20.0
E00101457,7,KV46P1,19.84
E00101458,7,KV46P1,19.17
E00101459,7,KV46P1,20.08
E00101460,7,KV46P1,19.52
E00101461,7,KV41P1,18.97
E00101462,7,KV41P1,19.3
E00101463,7,KV41P1,17.58
E00101464,7,KV41P1,19.24
E00101465,7,KV41P1,18.78
E00101466,7,KV41P1,19.23
E00101467,7,KV41P1,18.7
E00101468,7,KV59P1,17.17
E00101469,7,KV32P2,16.01
E00101470,7,KV32P1,19.14
E00101471,7,KV44P2,14.98
E00101472,7,KV44P2,13.64
E00101473,7,KV44P2,13.45
E00101474,7,KV61P1,17.8
E00101475,7,KV72P1,17.97
E00101476,7,KV44P2,16.16
E00101477,7,KV39P1,18.15
E00101478,7,KV70P1,15.75
E00101479,7,KV61P1,20.1
E00101480,7,KV72P1,17.71
E00101481,7,KV70P1,18.33
E00101482,7,KV70P1,13.95
E00101483,7,KV70P1,14.1
E00101484,7,KV70P1,13.79
E00101485,7,KV70P1,13.38
E00101486,7,KV32P1,22.52
E00101487,7,KV32P1,21.98
E00101488,7,KV39P1,20.12
E00101489,7,KV14P1,22.09
E00101491,7,KV14P1,20.07
E00101492,7,KV32P1,22.93
E00101493,7,KV32P1,22.98
E00101494,7,KV70P2,20.72
E00101495,7,KV32P1,22.23
E00101496,7,KV32P1,22.26
E00101497,7,KV32P1,22.04
E00101498,7,KV70P1,19.71
E00101499,7,KV39P1,22.73
E00101500,7,KV39P1,22.41
E00101501,7,KV39P1,22.33
E00101502,7,KV39P1,22.6
E00101503,7,KV46P1,24.47
E00101504,7,KV64P1,19.56
E00101505,7,KV70P2,25.04
E00101506,7,KV72P1,24.2
E00101507,7,KV39P1,21.0
E00101508,7,KV38P2,21.91
E00101509,7,KV38P2,23.73
E00101510,7,KV38P2,20.37
E00101511,7,KV59P1,21.94
E00101512,7,KV32P1,21.41
E00101513,7,KV38P2,21.39
E00101514,7,KV38P2,19.87
E00101515,7,KV38P2,20.66
E00101516,7,KV38P2,20.28
E00101517,7,KV38P2,20.42
E00101518,7,KV32P1,21.8
E00101519,7,KV38P2,20.65
E00101520,7,KV32P1,22.85
E00101521,7,KV38P2,20.93
E00101522,7,KV38P2,19.98
E00101523,7,KV38P2,20.32
E00101524,7,KV38P2,19.98
E00101525,7,KV38P2,20.51
E00101526,7,KV59P1,21.98
E00101527,7,KV32P1,21.64
E00101528,7,KV32P2,16.2
E00101529,7,KV32P2,14.74
E00101530,7,KV32P2,16.35
E00101531,7,KV32P2,16.61
E00101532,7,KV32P2,16.79
E00101533,7,KV32P2,15.27
E00101534,7,KV32P2,16.06
E00101535,7,KV32P2,15.22
E00101536,7,KV32P2,16.05
E00101537,7,KV32P2,15.41
E00101538,7,KV32P2,16.03
E00101539,7,KV32P2,19.17
E00101540,7,KV38P2,18.27
E00101541,7,KV32P2,18.66
E00101542,7,KV32P2,17.51
E00101543,7,KV32P2,17.21
E00101544,7,KV41P1,17.43
E00101545,7,KV32P1,19.61
E00101546,7,KV70P1,17.86
E00101547,7,KV32P2,16.89
E00101548,7,KV32P2,16.95
E00101549,7,KV32P2,16.95
E00101550,7,KV32P2,16.49
E00101551,7,KV32P2,16.2
E00101552,7,KV32P2,16.76
E00101553,7,KV32P2,16.45
E00101554,7,KV32P2,16.79
E00101555,7,KV32P2,16.16
E00101556,7,KV32P2,16.54
E00101557,7,KV32P2,17.12
E00101558,7,KV32P2,16.72
E00101559,7,KV70P1,18.2
E00101560,7,KV61P1,17.45
E00101561,7,KV38P2,20.42
E00101562,7,KV70P1,17.7
E00101563,7,KV70P1,16.53
E00101564,7,KV59P1,20.91
E00101565,7,KV46P1,19.87
E00101566,7,KV12P1,17.55
E00101567,7,KV46P1,19.58
E00101568,7,KV12P1,17.81
E00101569,7,KV12P1,17.42
E00101570,7,KV46P1,20.34
E00101571,7,KV46P1,20.22
E00101572,7,KV46P1,19.5
E00101573,7,KV46P1,19.7
E00101574,7,KV46P1,19.51
E00101575,7,KV46P1,20.08
E00101576,7,KV44P1,19.31
E00101577,7,KV61P1,19.11
E00101578,7,KV61P1,19.11
E00101579,7,KV61P1,18.89
E00101580,7,KV61P1,19.02
E00101581,7,KV61P1,19.98
E00101582,7,KV61P1,19.41
E00101583,7,KV61P1,18.84
E00101584,7,KV61P1,19.35
E00101585,7,KV70P1,16.45
E00101586,7,KV61P1,19.67
E00101587,7,KV32P1,19.9
E00101588,7,KV32P1,19.66
E00101589,7,KV70P1,16.71
E00101590,7,KV61P1,19.87
E00101592,7,KV32P1,20.08
E00101593,7,KV32P1,19.59
E00101594,7,KV38P2,20.44
E00101595,7,KV38P2,21.06
E00101596,7,KV38P2,20.34
E00101597,7,KV38P2,20.26
E00101598,7,KV70P2,19.95
E00101599,7,KV38P2,20.47
E00101600,7,KV59P1,22.25
E00101601,7,KV70P2,20.37
E00101602,7,KV70P2,20.79
E00101604,7,KV32P1,22.8
E00101605,7,KV32P1,22.23
E00101606,7,KV72P1,22.49
E00101608,7,KV38P2,21.1
E00101610,7,KV45P2,15.06
E00101611,7,KV45P2,12.81
E00101612,7,KV45P2,14.29
E00101613,7,KV44P2,16.55
E00101614,7,KV46P1,19.56
E00101615,7,KV46P1,17.07
E00101616,7,KV32P2,20.55
E00101617,7,KV44P1,24.01
E00101618,7,KV32P2,23.5
E00101619,7,KV44P1,24.74
E00101620,7,KV32P1,24.3
E00101621,7,KV06P1,19.49
E00101622,7,KV12P1,18.83
E00101623,7,KV44P1,19.6
E00101624,7,KV12P1,18.61
E00101625,7,KV14P1,20.61
E00101626,7,KV12P1,22.17
E00101627,7,KV38P2,16.62
E00101628,7,KV38P2,16.72
E00101629,7,KV45P1,16.46
E00101630,7,KV38P2,17.08
E00101631,7,KV38P2,16.77
E00101632,7,KV38P2,17.44
E00101633,7,KV13P2,21.27
E00101634,7,KV32P1,21.57
E00101635,7,KV13P1,21.53
E00101636,7,KV38P2,22.3
E00101637,7,KV09P1,21.46
E00101638,7,KV09P1,27.04
E00101639,7,KV38P1,20.23
E00101640,7,KV32P1,25.59
E00101641,7,KV09P1,24.13
E00101642,7,KV32P1,25.8
E00101643,7,KV13P2,26.38
E00101644,7,KV39P1,19.16
E00101645,7,KV59P1,21.62
E00101646,7,KV44P2,17.49
E00101647,7,KV59P1,21.07
E00101648,7,KV61P2,18.47
E00101649,7,KV61P2,19.14
E00101650,7,KV61P2,18.75
E00101651,7,KV61P2,20.06
E00101652,7,KV61P5,15.61
E00101653,7,KV61P2,19.31
E00101654,7,KV44P2,19.46
E00101655,7,KV40P1,17.39
E00101656,7,KV46P1,20.9
E00101657,7,KV46P1,20.28
E00101658,7,KV23P1,20.29
E00101659,7,KV09P1,24.05
E00101660,7,KV32P2,19.75
E00101661,7,KV32P2,19.01
E00101662,7,KV32P2,17.21
E00101663,7,KV32P2,17.05
E00101664,7,KV39P1,21.5
E00101665,7,KV32P2,21.53
E00101666,7,KV38P1,19.42
E00101667,7,KV32P1,20.08
E00101668,7,KV38P2,21.67
E00101669,7,KV32P1,22.68
E00101670,7,KV32P1,21.82
E00101671,7,KV32P1,22.47
E00101672,7,KV32P1,21.62
E00101673,7,KV32P1,21.97
E00101674,7,KV32P1,21.99
E00101675,7,KV32P1,22.17
E00101676,7,KV32P1,21.64
E00101677,7,KV32P1,21.51
E00101678,7,KV32P1,22.74
E00101679,7,KV32P1,21.47
E00101680,7,KV32P1,21.02
E00101681,7,KV32P1,20.91
E00101682,7,KV32P1,20.56
E00101683,7,KV32P1,20.86
E00101684,7,KV59P1,17.31
E00101685,7,KV13P2,17.16
E00101686,7,KV23P1,20.5
E00101687,7,KV45P1,19.23
E00101688,7,KV27P1,17.87
E00101689,7,KV46P1,20.27
E00101690,7,KV27P1,15.64
E00101692,7,KV32P2,18.47
E00101693,7,KV32P2,18.42
E00101694,7,KV06P1,17.27
E00101695,7,KV14P1,16.7
E00101696,7,KV14P1,17.71
E00101697,7,KV14P1,16.6
E00101698,7,KV14P1,16.77
E00101699,7,KV14P1,17.7
E00101700,7,KV14P1,16.23
E00101701,7,KV14P1,16.79
E00101702,7,KV14P1,17.49
E00101703,7,KV14P1,16.54
E00101704,7,KV14P1,16.82
E00101705,7,KV14P1,17.6
E00101706,7,KV14P1,17.29
E00101707,7,KV14P1,16.57
E00101708,7,KV14P1,17.39
E00101709,7,KV01P2,18.51
E00101710,7,KV35P1,20.57
E00101711,7,KV44P2,19.77
E00101712,7,KV72P1,29.1
E00101713,7,KV44P2,25.08
E00101714,7,KV01P1,23.86
E00101715,7,KV01P2,22.1
E00101716,7,KV01P1,27.52
E00101717,7,KV05P1,20.16
E00101718,7,KV02P2,22.53
E00101719,7,KV11P1,20.92
E00101720,7,KV02P2,22.81
E00101721,7,KV02P2,21.8
E00101722,7,KV03P1,21.44
E00101723,7,KV02P1,19.15
E00101724,7,KV02P2,26.08
E00101725,7,KV07P1,18.87
E00101726,7,KV07P1,15.57
E00101727,7,KV07P1,16.08
E00101728,7,KV07P1,18.89
E00101729,7,KV07P1,18.7
E00101730,7,KV07P1,18.01
E00101731,7,KV07P1,18.33
E00101732,7,KV07P1,18.56
